plot_id,plot_info_id,plot_location,main_crop_onplot,Season,plot_area_hectare,plot_tenure,other_plot_tenure,hh_decision,plot_soil_fertility,surrounding_plot,other_surrounding_plot,intercropping_plot,push_pull_plot,plot_irrigated,fertilizer_on,insecticide_on,herbicide_on,harvested_dry,crop_suffer_FAW,perc_lost_FAW,crop_suffer_Sborer,perc_lost_Sborer,crop_suffer_Striga,perc_lost_Striga,crop_suffer_TutaAbsoluta,percent_lost_TutaAbsoluta,FAW_first_strategy-control_FAW_one,FAW_first_strategy-specify_other_strategy_FAW_one,FAW_first_strategy-effectiveness_FAW_one,FAW_second_strategy-control_FAW_two,FAW_second_strategy-specify_other_strategy_FAW_two,FAW_second_strategy-effectiveness_FAW_two,FAW_third_strategy-control_FAW_three,FAW_third_strategy-specify_other_strategy_FAW_three,FAW_third_strategy-effectiveness_FAW_three,Stemborer_first_strategy-control_Stemborer_first,Stemborer_first_strategy-specify_other_strategy_Stemborer_first,Stemborer_first_strategy-effectiveness_Stemborer_first,Stemborer_second_strategy-control_Stemborer_second,Stemborer_second_strategy-specify_other_strategy_Stemborer_second,Stemborer_second_strategy-effectiveness_Stemborer_second,Stemborer_third_strategy-control_Stemborer_third,Stemborer_third_strategy-specify_other_strategy_Stemborer_third,Stemborer_third_strategy-effectiveness_Stemborer_third,Striga_first_strategy-control_Striga_first,Striga_first_strategy-specify_other_Striga_first,Striga_first_strategy-effective_control_Striga_first,Striga_second_strategy-control_Striga_second,Striga_second_strategy-specify_other_Striga_second,Striga_second_strategy-effective_control_Striga_second,Striga_third_strategy-control_Striga_third,Striga_third_strategy-specify_other_Striga_third,Striga_third_strategy-effective_control_Striga_third,TutaAbsoluta_first_strategy_count,TutaAbsoluta_first_strategy-control_TutaAbsoluta_first,TutaAbsoluta_first_strategy-other_strategies_control_TutaAbsoluta_first,TutaAbsoluta_first_strategy-effective_strategy_control_TutaAbsoluta_first,TutaAbsoluta_second_strategy_count,TutaAbsoluta_second_strategy-control_TutaAbsoluta_second,TutaAbsoluta_second_strategy-other_strategies_control_TutaAbsoluta_second,TutaAbsoluta_second_strategy-effective_strategy_control_TutaAbsoluta_second,TutaAbsoluta_third_strategy_count,TutaAbsoluta_third_strategy-control_TutaAbsoluta_third,TutaAbsoluta_third_strategy-other_strategies_control_TutaAbsoluta_third,TutaAbsoluta_third_strategy-effective_strategy_control_TutaAbsoluta_third,constraints_for_maize_production_count,constraints_for_tomato_production_count,PARENT_KEY,KEY
202107154911,1,Guaro,Maize,Short_rain_season_ShortRain,0.06,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,Yes,No,No,No,No,No,100.0,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:e1086ef3-11c3-475b-a57f-3ad0241a27de,uuid:e1086ef3-11c3-475b-a57f-3ad0241a27de/sclamp/Season_Information[1]
202107145547,1,Dej,Maize,Short_rain_season_ShortRain,0.125,Owned,,Head_spouse_and_other_household,Medium,Farmeland,,Yes,No,No,Yes,No,No,200.0,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:035b24ba-0bdf-492b-a542-30f44106a6d1,uuid:035b24ba-0bdf-492b-a542-30f44106a6d1/sclamp/Season_Information[1]
202107145710,1,Guaro,Maize,Short_rain_season_ShortRain,0.06,Owned,,Head_and_other_household_member,Medium,Settlement,,Yes,No,No,Yes,Yes,No,200.0,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:2c6c5e88-97d2-45cc-86dc-3e9212305830,uuid:2c6c5e88-97d2-45cc-86dc-3e9212305830/sclamp/Season_Information[1]
202107141550,1,Guaro ,Maize,Short_rain_season_ShortRain,0.125,Owned,,Head_spouse_and_other_household,Medium,Farmeland,,Yes,No,No,Yes,No,No,200.0,Yes,25.0,No,,No,,,,Mechanically_Remove_The_Insect,,Low,Uprooting_Infested_Plant_And_Burning,,Low,None,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:a8f8d673-7c36-48bb-989b-539955fcfe47,uuid:a8f8d673-7c36-48bb-989b-539955fcfe47/sclamp/Season_Information[1]
202107144330,1,Guaro ,Maize,Short_rain_season_ShortRain,0.25,Owned,,Head_spouse_and_other_household,Medium,Farmeland,,Yes,No,No,Yes,No,No,100.0,Yes,500.0,No,,No,,,,Mechanically_Remove_The_Insect,,Medium,Herbal_Plants,,High,Uprooting_Infested_Plant_And_Burning,,Medium,,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:12b8a43b-6e17-47a8-80b8-f2cc76e90ebc,uuid:12b8a43b-6e17-47a8-80b8-f2cc76e90ebc/sclamp/Season_Information[1]
202107141848,1,Dej,Maize,Short_rain_season_ShortRain,0.18,Owned,,Head_spouse_and_other_household,Good,Farmeland,,Yes,Yes,No,Yes,No,No,200.0,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:b729a7fb-c130-4504-a7d5-ab3236159598,uuid:b729a7fb-c130-4504-a7d5-ab3236159598/sclamp/Season_Information[1]
202107145628,1,Guaro ,Maize,Short_rain_season_ShortRain,0.06,Owned,,Head_spouse_and_other_household,Medium,Farmeland,,Yes,No,No,No,No,No,200.0,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:1bedca8a-9666-48f7-89f5-63e99c1efa63,uuid:1bedca8a-9666-48f7-89f5-63e99c1efa63/sclamp/Season_Information[1]
202107142838,1,Guaro ,Maize,Short_rain_season_ShortRain,0.06,Owned,,Head_spouse_and_other_household,Medium,Settlement,,No,No,No,Yes,No,No,100.0,Yes,50.0,No,,No,,,,Ash_pepper,,Medium,Uprooting_Infested_Plant_And_Burning,,Low,Herbal_Plants,,Medium,,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:7fd55c16-fbfe-46fc-8c31-1f397dc8d322,uuid:7fd55c16-fbfe-46fc-8c31-1f397dc8d322/sclamp/Season_Information[1]
202107140319,1,Guaro ,Maize,Short_rain_season_ShortRain,0.06,Owned,,Head_spouse_and_other_household,Medium,Farmeland,,Yes,No,No,Yes,No,No,300.0,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:2c075ba4-8a9c-4c78-a779-604a58f42cca,uuid:2c075ba4-8a9c-4c78-a779-604a58f42cca/sclamp/Season_Information[1]
202107142642,1,Guaro,Maize,Short_rain_season_ShortRain,0.125,Owned,,Head_spouse_and_other_household,Good,Farmeland,,Yes,Yes,No,Yes,No,No,500.0,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:dbe47f29-b975-4115-8cfe-2dc00043c784,uuid:dbe47f29-b975-4115-8cfe-2dc00043c784/sclamp/Season_Information[1]
202107144645,1,Guaro ,Maize,Short_rain_season_ShortRain,0.0625,Owned,,Head_,Low,Settlement,,No,No,No,No,No,No,50.0,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:0bff5d21-ddd6-4e70-a307-69c567538652,uuid:0bff5d21-ddd6-4e70-a307-69c567538652/sclamp/Season_Information[1]
202107143116,1,Guaro ,Maize,Short_rain_season_ShortRain,0.0625,Owned,,Head_and_spouse_jointly,Low,Settlement,,Yes,No,No,No,No,No,100.0,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:aec593a3-abf7-4865-99e5-f8854d31a887,uuid:aec593a3-abf7-4865-99e5-f8854d31a887/sclamp/Season_Information[1]
202107140733,1,Guaro ,Maize,Short_rain_season_ShortRain,0.0625,Owned,,Head_and_spouse_jointly,Low,Settlement,,Yes,No,No,No,No,No,50.0,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:c9af4c69-02e6-4831-a027-25ea0994111a,uuid:c9af4c69-02e6-4831-a027-25ea0994111a/sclamp/Season_Information[1]
202107144740,1,Guaro ,Maize,Short_rain_season_ShortRain,0.0625,Owned,,Head_and_spouse_jointly,Good,Settlement,,Yes,No,No,Yes,No,No,100.0,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:56709010-0fe5-4b96-bf3e-774232ee327b,uuid:56709010-0fe5-4b96-bf3e-774232ee327b/sclamp/Season_Information[1]
202107141348,1,Guaro ,Maize,Short_rain_season_ShortRain,0.0625,Owned,,Head_and_spouse_jointly,Medium,Settlement,,Yes,No,No,Yes,No,No,200.0,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:c94e6ad4-3ce7-4c3a-8ec9-9c2e7cd6fef3,uuid:c94e6ad4-3ce7-4c3a-8ec9-9c2e7cd6fef3/sclamp/Season_Information[1]
202107145048,1,Guaro ,Maize,Short_rain_season_ShortRain,0.125,Owned,,Head_and_spouse_jointly,Medium,Settlement,,Yes,No,No,Yes,No,No,200.0,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:e2ea7f42-cc47-449f-bed3-f7e8af040dc4,uuid:e2ea7f42-cc47-449f-bed3-f7e8af040dc4/sclamp/Season_Information[1]
202107141601,1,Guaro ,Maize,Short_rain_season_ShortRain,0.125,Rented_shared_in,,Head_and_spouse_jointly,Medium,Settlement,,Yes,No,No,Yes,No,No,200.0,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:d3a05404-9532-4dc4-85e8-41be64c35be6,uuid:d3a05404-9532-4dc4-85e8-41be64c35be6/sclamp/Season_Information[1]
202107144205,1,Guaro ,Maize,Short_rain_season_ShortRain,0.125,Owned,,Head_and_spouse_jointly,Medium,Settlement,,Yes,No,No,No,No,No,100.0,Yes,50.0,No,,No,,,,Herbal_Plants,,Medium,None,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:d2fba6a2-3290-4c28-acb1-b05d36a3579b,uuid:d2fba6a2-3290-4c28-acb1-b05d36a3579b/sclamp/Season_Information[1]
202107141526,1,Guaro ,Maize,Short_rain_season_ShortRain,0.125,Owned,,Other_household_member,Good,Settlement,,Yes,No,No,No,No,No,100.0,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:aa1a9a9f-1511-475c-99d6-46c9bd3d54c2,uuid:aa1a9a9f-1511-475c-99d6-46c9bd3d54c2/sclamp/Season_Information[1]
202107143626,1,Guaro ,Maize,Short_rain_season_ShortRain,0.125,Owned,,Head_and_spouse_jointly,Good,Settlement,,Yes,No,No,No,Yes,No,450.0,Yes,10.0,Yes,5.0,No,,,,Other,Chemical used,Medium,None,,,,,,None,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:bac7d2c0-4216-4d00-8091-fc9358083e98,uuid:bac7d2c0-4216-4d00-8091-fc9358083e98/sclamp/Season_Information[1]
202107153901,1,Goro,Maize,Short_rain_season_ShortRain,0.125,Owned,,Head_,Medium,Farmeland,,No,No,No,Yes,No,No,350.0,No,,Yes,2.0,No,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:11f9fa2b-b3e2-4dc6-9c20-1a89a8fa26bb,uuid:11f9fa2b-b3e2-4dc6-9c20-1a89a8fa26bb/sclamp/Season_Information[1]
202107153909,1,Goro,Maize,Short_rain_season_ShortRain,0.25,Owned,,Head_and_other_household_member,Good,Farmeland,,No,No,No,Yes,Yes,No,1000.0,No,,Yes,5.0,No,,,,,,,,,,,,,Other,Chemical,Low,None,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:4932b5df-d5a3-47ba-8d75-d6145e13a0f3,uuid:4932b5df-d5a3-47ba-8d75-d6145e13a0f3/sclamp/Season_Information[1]
202107153909,2,Goro,Tomato,Long_rain_season_LongRain,0.25,Owned,,Head_and_other_household_member,Good,Farmeland,,No,,No,Yes,Yes,No,450.0,,,,,,,Yes,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Chemicals,,High,3,Improved_seed,,Medium,3,None,,,3,3,uuid:4932b5df-d5a3-47ba-8d75-d6145e13a0f3,uuid:4932b5df-d5a3-47ba-8d75-d6145e13a0f3/sclamp/Season_Information[2]
202107153917,1,Goro,Tomato,Long_rain_season_LongRain,0.25,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,No,,Yes,Yes,Yes,No,400.0,,,,,,,Yes,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Chemicals,,Medium,3,Improved_seed,,Medium,3,Mechanically_Remove_The_Insect,,Low,3,3,uuid:89155ce2-31f0-4da2-bbbe-f0317522fdfa,uuid:89155ce2-31f0-4da2-bbbe-f0317522fdfa/sclamp/Season_Information[1]
202107153924,1,Masa,Maize,Short_rain_season_ShortRain,0.5,Owned,,Head_and_spouse_jointly,Good,Farmeland,,Yes,No,No,Yes,Yes,No,800.0,No,,Yes,7.0,No,,,,,,,,,,,,,Other,Chemical,Low,None,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:3adb7645-3e18-45b3-be0a-818f47b814dc,uuid:3adb7645-3e18-45b3-be0a-818f47b814dc/sclamp/Season_Information[1]
202107153932,1,Goro,Maize,Short_rain_season_ShortRain,0.125,Owned,,Head_and_spouse_jointly,Medium,Settlement,,Yes,No,No,Yes,Yes,No,75.0,Yes,20.0,Yes,10.0,No,,,,Push_pull_Technology,,Medium,Other,Chemical,Medium,None,,,None,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:3fe2ba49-981b-41ed-89ca-e3cf8432a1ac,uuid:3fe2ba49-981b-41ed-89ca-e3cf8432a1ac/sclamp/Season_Information[1]
202107153940,1,Goro,Maize,Short_rain_season_ShortRain,0.25,Owned,,Head_and_spouse_jointly,Medium,Settlement,,No,No,No,Yes,No,No,250.0,Yes,30.0,Yes,10.0,No,,,,Mechanically_Remove_The_Insect,,Low,Ash_pepper,,Medium,None,,,None,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:7f771b19-3def-4387-a5e7-383878bb483a,uuid:7f771b19-3def-4387-a5e7-383878bb483a/sclamp/Season_Information[1]
202107153947,1,Goro,Maize,Short_rain_season_ShortRain,0.25,Owned,,Head_,Medium,Farmeland,,Yes,Yes,No,Yes,No,No,400.0,Yes,12.0,Yes,6.0,No,,,,Push_pull_Technology,,Medium,None,,,,,,None,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:8440e6c4-bb26-482c-b1c4-7846eb324499,uuid:8440e6c4-bb26-482c-b1c4-7846eb324499/sclamp/Season_Information[1]
202107153955,1,Goro,Maize,Short_rain_season_ShortRain,0.125,Owned,,Head_spouse_and_other_household,Medium,Farmeland,,Yes,No,No,Yes,No,No,300.0,Yes,70.0,Yes,15.0,No,,,,Mechanically_Remove_The_Insect,,Medium,Manure_Application,,Low,None,,,None,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:f2d92076-2cdc-4345-b1a8-fc992b47adb8,uuid:f2d92076-2cdc-4345-b1a8-fc992b47adb8/sclamp/Season_Information[1]
202107154003,1,Wenze dar,Maize,Short_rain_season_ShortRain,0.25,Rented_shared_in,,Head_and_spouse_jointly,Good,Farmeland,,No,No,No,Yes,Yes,No,1300.0,Yes,26.5,No,,No,,,,Other,Chemical,Medium,Ash_pepper,,Medium,None,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:9e32acea-a7ad-4764-bb6c-2fb9c2d5dce5,uuid:9e32acea-a7ad-4764-bb6c-2fb9c2d5dce5/sclamp/Season_Information[1]
202107154003,2,Goro,Maize,Short_rain_season_ShortRain,0.25,Owned,,Head_and_spouse_jointly,Good,Farmeland,,No,No,No,Yes,Yes,No,1000.0,Yes,14.0,No,,No,,,,Other,Chemical,Medium,Ash_pepper,,Medium,None,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:9e32acea-a7ad-4764-bb6c-2fb9c2d5dce5,uuid:9e32acea-a7ad-4764-bb6c-2fb9c2d5dce5/sclamp/Season_Information[2]
202107143136,1,Garo,Maize,Short_rain_season_ShortRain,0.125,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,Yes,No,No,No,No,No,300.0,Yes,20.0,Yes,15.0,No,,,,Mechanically_Remove_The_Insect,,Low,None,,,,,,None,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:ea9af439-45db-4003-9172-748d4c202ea2,uuid:ea9af439-45db-4003-9172-748d4c202ea2/sclamp/Season_Information[1]
202107141731,1,Garo,Maize,Short_rain_season_ShortRain,0.125,Owned,,Head_and_spouse_jointly,Good,Farmeland,,Yes,No,No,No,No,No,225.0,Yes,25.0,Yes,20.0,No,,,,Mechanically_Remove_The_Insect,,Medium,None,,,,,,None,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:2e94eaac-4033-48d8-afff-f9ce75943ec6,uuid:2e94eaac-4033-48d8-afff-f9ce75943ec6/sclamp/Season_Information[1]
202107145552,1,Garo,Maize,Short_rain_season_ShortRain,0.125,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,Yes,No,No,Yes,No,No,200.0,Yes,25.0,No,,No,,,,Mechanically_Remove_The_Insect,,Low,None,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:f065c4f7-225f-473b-88b6-482fa25c74d4,uuid:f065c4f7-225f-473b-88b6-482fa25c74d4/sclamp/Season_Information[1]
202107144000,1,Garo,Maize,Short_rain_season_ShortRain,0.125,Owned,,Head_and_spouse_jointly,Good,Farmeland,,Yes,No,No,No,No,No,250.0,Yes,25.0,Yes,20.0,No,,,,Mechanically_Remove_The_Insect,,Low,None,,,,,,None,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:f3b361f5-8910-445b-a1f9-31d669ba4ca7,uuid:f3b361f5-8910-445b-a1f9-31d669ba4ca7/sclamp/Season_Information[1]
202107142453,1,Ketena 1,Maize,Short_rain_season_ShortRain,0.25,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,Yes,No,No,Yes,Yes,No,600.0,Yes,20.0,Yes,15.0,No,,,,Mechanically_Remove_The_Insect,,Medium,None,,,,,,None,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:beeb1be0-fc32-4530-9c00-2c2206d03988,uuid:beeb1be0-fc32-4530-9c00-2c2206d03988/sclamp/Season_Information[1]
202107140926,1,Garo,Maize,Short_rain_season_ShortRain,0.125,Owned,,Head_and_spouse_jointly,Good,Farmeland,,No,No,No,No,No,No,200.0,Yes,30.0,Yes,20.0,No,,,,Mechanically_Remove_The_Insect,,Low,None,,,,,,None,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:84379bc9-1562-4ec7-8379-a15fb4252996,uuid:84379bc9-1562-4ec7-8379-a15fb4252996/sclamp/Season_Information[1]
202107141834,1,Garo,Maize,Short_rain_season_ShortRain,0.125,Owned,,Head_and_spouse_jointly,Good,Farmeland,,No,No,No,No,No,No,250.0,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:d128f666-8870-43c6-b31f-9ec0ed14d2a3,uuid:d128f666-8870-43c6-b31f-9ec0ed14d2a3/sclamp/Season_Information[1]
202107145431,1,Garo,Maize,Short_rain_season_ShortRain,0.125,Owned,,Head_and_spouse_jointly,Good,Farmeland,,Yes,No,No,Yes,No,No,250.0,Yes,25.0,No,,No,,,,Mechanically_Remove_The_Insect,,Low,None,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:0ee0fee0-8f7a-4a55-8641-7b61ef523a4d,uuid:0ee0fee0-8f7a-4a55-8641-7b61ef523a4d/sclamp/Season_Information[1]
202107141023,2,Garo,Tomato,Long_rain_season_LongRain,0.0325,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,No,,No,No,No,No,100.0,,,,,,,Yes,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,None,,,3,,,,3,,,,3,3,uuid:0ee0fee0-8f7a-4a55-8641-7b61ef523a4d,uuid:0ee0fee0-8f7a-4a55-8641-7b61ef523a4d/sclamp/Season_Information[2]
202107143647,1,Garo,Maize,Short_rain_season_ShortRain,0.125,Owned,,Head_and_spouse_jointly,Good,Farmeland,,Yes,No,No,Yes,No,No,350.0,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:caeaf129-f81b-4500-bf7e-ebd52d681199,uuid:caeaf129-f81b-4500-bf7e-ebd52d681199/sclamp/Season_Information[1]
202107140743,1,Garo,Maize,Short_rain_season_ShortRain,0.25,Owned,,Head_and_spouse_jointly,Good,Farmeland,,Yes,No,No,Yes,No,No,400.0,Yes,25.0,Yes,25.0,No,,,,Mechanically_Remove_The_Insect,,Medium,None,,,,,,None,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:96c51c9a-ca68-4e52-a39d-91da7e06569d,uuid:96c51c9a-ca68-4e52-a39d-91da7e06569d/sclamp/Season_Information[1]
202107143909,1,Garo,Maize,Short_rain_season_ShortRain,0.25,Owned,,Head_and_spouse_jointly,Low,Farmeland,,Yes,No,No,Yes,No,No,200.0,Yes,50.0,No,,No,,,,Mechanically_Remove_The_Insect,,Medium,None,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:0de1fd37-fe0b-47cf-8e26-b536716cbf39,uuid:0de1fd37-fe0b-47cf-8e26-b536716cbf39/sclamp/Season_Information[1]
202107140220,1,NA,Maize,Short_rain_season_ShortRain,0.0,Owned,,Head_and_spouse_jointly,Low,Settlement,,No,No,No,No,No,No,0.0,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:81d040b7-334e-439a-aadd-feceaccefd0b,uuid:81d040b7-334e-439a-aadd-feceaccefd0b/sclamp/Season_Information[1]
202107140127,1,Guaro,Maize,Short_rain_season_ShortRain,0.001,Owned,,Head_,Good,Settlement,,Yes,No,No,No,No,No,30.0,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:ccbafbf3-56d3-4b04-89d8-fc2ab1524460,uuid:ccbafbf3-56d3-4b04-89d8-fc2ab1524460/sclamp/Season_Information[1]
202107141017,1,NA,Maize,Short_rain_season_ShortRain,0.0,Owned,,Spouse,Low,Settlement,,No,No,No,No,No,No,0.0,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:8042fa59-0825-49ea-92cf-9de6da4088ca,uuid:8042fa59-0825-49ea-92cf-9de6da4088ca/sclamp/Season_Information[1]
202107145419,1,Guaro,Maize,Short_rain_season_ShortRain,0.012,Owned,,Head_and_spouse_jointly,Good,Farmeland,,Yes,No,No,No,No,No,50.0,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:b8dd8d86-4b81-4a1c-824a-cb39933822c8,uuid:b8dd8d86-4b81-4a1c-824a-cb39933822c8/sclamp/Season_Information[1]
202107140330,2,Guaro2,Tomato,Short_rain_season_ShortRain,0.002,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,No,,No,No,No,No,200.0,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:b8dd8d86-4b81-4a1c-824a-cb39933822c8,uuid:b8dd8d86-4b81-4a1c-824a-cb39933822c8/sclamp/Season_Information[2]
202107143953,1,Guaro,Maize,Short_rain_season_ShortRain,0.002,Owned,,Head_and_spouse_jointly,Good,Farmeland,,Yes,No,No,Yes,No,No,50.0,Yes,20.0,Yes,10.0,No,,,,Herbal_Plants,,Medium,Mechanically_Remove_The_Insect,,High,Uprooting_Infested_Plant_And_Burning,,Medium,Mechanically_Remove_The_Insect,,Medium,Uprooting_Infested_Plant_And_Burning,,Low,Herbal_Plants,,Medium,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:63b43d1c-e6bd-4af6-b880-49fa3264b602,uuid:63b43d1c-e6bd-4af6-b880-49fa3264b602/sclamp/Season_Information[1]
202107142326,1,Guaro,Maize,Short_rain_season_ShortRain,0.001,Owned,,Spouse,Low,Settlement,,Yes,No,No,No,No,No,50.0,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:9681c642-4401-48ca-9dfe-5252d18df477,uuid:9681c642-4401-48ca-9dfe-5252d18df477/sclamp/Season_Information[1]
202107143939,1,Guaro,Maize,Short_rain_season_ShortRain,0.0625,Owned,,Head_,Medium,Farmeland,,Yes,No,No,Yes,No,No,300.0,Yes,25.0,Yes,20.0,No,,,,Mechanically_Remove_The_Insect,,Low,Uprooting_Infested_Plant_And_Burning,,Low,None,,,Mechanically_Remove_The_Insect,,Medium,Uprooting_Infested_Plant_And_Burning,,Low,None,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:e974be06-f0df-49d6-9010-f41c152e6acd,uuid:e974be06-f0df-49d6-9010-f41c152e6acd/sclamp/Season_Information[1]
202107141523,1,Guaro,Maize,Short_rain_season_ShortRain,0.0625,Owned,,Head_and_spouse_jointly,Good,Settlement,,Yes,No,No,No,No,No,100.0,Yes,30.0,Yes,20.0,No,,,,Herbal_Plants,,Medium,Mechanically_Remove_The_Insect,,Low,Uprooting_Infested_Plant_And_Burning,,Low,Herbal_Plants,,Medium,Mechanically_Remove_The_Insect,,Low,Uprooting_Infested_Plant_And_Burning,,Low,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:e9dfabfc-3382-4720-aa78-78172f5cee28,uuid:e9dfabfc-3382-4720-aa78-78172f5cee28/sclamp/Season_Information[1]
202107144526,1,Guaro,Maize,Short_rain_season_ShortRain,0.125,Owned,,Head_,Good,Settlement,,Yes,No,No,Yes,Yes,No,500.0,Yes,10.0,Yes,5.0,No,,,,Herbal_Plants,,Low,Mechanically_Remove_The_Insect,,Medium,None,,,Herbal_Plants,,Low,Mechanically_Remove_The_Insect,,Medium,None,,,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:dc3ed333-6de6-4e18-bb09-251a576b2ba4,uuid:dc3ed333-6de6-4e18-bb09-251a576b2ba4/sclamp/Season_Information[1]
202107145705,1,Guaro,Maize,Short_rain_season_ShortRain,0.25,Owned,,Head_,Medium,Farmeland,,No,No,No,Yes,No,No,400.0,No,,Yes,20.0,No,,,,,,,,,,,,,Mechanically_Remove_The_Insect,,Medium,Herbal_Plants,,High,Uprooting_Infested_Plant_And_Burning,,Low,,,,,,,,,,3,,,,3,,,,3,,,,3,3,uuid:1e224ed1-60fb-4385-9a38-b827006ca013,uuid:1e224ed1-60fb-4385-9a38-b827006ca013/sclamp/Season_Information[1]
